Data Point 4,06-Feb-20 11:39:00,259.8725586
Data Point 1,06-Feb-20 11:40:00,Off
Data Point 2,06-Feb-20 11:40:00,No Data
Data Point 3,06-Feb-20 11:40:00,262.337738
Data Point 4,06-Feb-20 11:40:00,261.6087036
Data Point 1,06-Feb-20 11:41:00,Off
Data Point 2,06-Feb-20 11:41:00,No Data
Data Point 3,06-Feb-20 11:41:00,262.1815186
Data Point 4,06-Feb-20 11:41:00,261.8097839
Data Point 1,06-Feb-20 11:42:00,Off
Data Point 2,06-Feb-20 11:42:00,No Data
Data Point 3,06-Feb-20 11:42:00,262.4159546
Data Point 4,06-Feb-20 11:42:00,261.6856995
Data Point 1,06-Feb-20 11:43:00,Off
Data Point 2,06-Feb-20 11:43:00,No Data
Data Point 3,06-Feb-20 11:43:00,262.9936523
Data Point 4,06-Feb-20 11:43:00,262.8100586
Data Point 1,06-Feb-20 11:44:00,Off
Data Point 2,06-Feb-20 11:44:00,No Data
Data Point 3,06-Feb-20 11:44:00,265.6221313
Data Point 4,06-Feb-20 11:44:00,264.9764404
Data Point 1,06-Feb-20 11:45:00,Off
Data Point 2,06-Feb-20 11:45:00,No Data
Data Point 3,06-Feb-20 11:45:00,266.2551575
Data Point 4,06-Feb-20 11:45:00,266.333252
